id,title,description,link,image_link,additional_image_link,availability,price,brand,condition,google_product_category,mpn,gtin
roots-black-candle-holder-5uYzA6,Roots Black Candle Holder,"The Roots Candle Holder showcases a sophisticated branching design, meticulously handmade crafted from aluminum. Available in elegant silver and black finishes, its multi-candle arrangement creates a bold and captivating centerpiece for any decor style.Material: Aluminum, HandmadeDimensions: 25x22x63.5 cm",https://joyandco.com/product/roots-black-candle-holder-5uYzA6,https://joyandco.com/storage/app/public/product/2025-02-26-67bf8e9d6a8a7.webp,https://joyandco.com/storage/app/public/product/2025-02-26-67bf8e9d7461d.webp,in stock,949.00 AED,WERNS,new,2784,roots-black-candle-holder-5uYzA6,
roots-silver-candle-holder-9tOJ5v,Roots Silver Candle Holder,"The Roots Candle Holder showcases a sophisticated branching design, meticulously handmade crafted from aluminium. Available in elegant silver and black finishes, its multi-candle arrangement creates a bold and captivating centerpiece for any décor style.Material: Aluminium, HandmadeDimensions: 25x22x63.5 cm",https://joyandco.com/product/roots-silver-candle-holder-9tOJ5v,https://joyandco.com/storage/app/public/product/2025-02-26-67bf8e2cdeb66.webp,https://joyandco.com/storage/app/public/product/2025-02-26-67bf8e2ce9b5d.webp,in stock,949.00 AED,WERNS,new,2784,roots-silver-candle-holder-9tOJ5v,
saluti-photo-frame-S3nQjl,Saluti Photo Frame,"This polyresin photo frame features a vibrant stripe pattern in multiple colors, adding a playful and lively touch to any space. Perfect for showcasing your favorite memories in a fun and stylish way.*Material: Polyresine*Dimensions: 10x15cm",https://joyandco.com/product/saluti-photo-frame-S3nQjl,https://joyandco.com/storage/app/public/product/2025-02-26-67bf676d25e1f.webp,,in stock,95.00 AED,KERSTEN,new,4295,saluti-photo-frame-S3nQjl,
samatha-candle-holder-ogP5cL,Samatha Candle Holder,"The Samantha Candle Holder with its layered sphere silhouette and vibrant combination of fuchsia pink and emerald green glass, adds a modern and stylish touch to any space.Material: GlassDimensions: 9x9x27 cm",https://joyandco.com/product/samatha-candle-holder-ogP5cL,https://joyandco.com/storage/app/public/product/2025-02-20-67b784bf79e09.webp,https://joyandco.com/storage/app/public/product/2025-02-20-67b784bf866c9.webp,in stock,115.00 AED,WERNS,new,2784,samatha-candle-holder-ogP5cL,
sandy-candle-holder-HJHOe0,Sandy Candle Holder,"The Sandy Candle Holder with its feminine curves and vibrant citrus green glass, adds a modern and stylish touch to any space.Material: GlassDimensions: 9x9x21 cm",https://joyandco.com/product/sandy-candle-holder-HJHOe0,https://joyandco.com/storage/app/public/product/2025-02-19-67b64a4a4d08d.webp,https://joyandco.com/storage/app/public/product/2025-03-20-67dbe041785b1.webp,in stock,95.00 AED,WERNS,new,2784,sandy-candle-holder-HJHOe0,
set-of-2-fegg-mist-ink-JIX779,Set of 2 fegg mist + ink,"Discover the famous Fegg unbreakable glasses by Porter Green, the world leaders in silicone drinkware. Designed for picnics, beach days, poolside, camping, boating, concerts, festivals, and more, Stemm are the ultimate stylish and sustainable outdoor glasses for every occasion.Made from FDA/FGB approved food-grade silicone, lightweight, portable, and commercial dishwasher safe, Fegg are the perfect tumblers for indoor/outdoor events and entertaining. These durable silicone cups are also freezer, oven, and microwave safe, making them ideal for family-friendly activities.*unbreakable tumblers*set of two*350ml | 12 oz each*portable | lightweight*reusable | sustainable*odourless | flavourless*commercial dishwasher safe*safe for use from -20 to +110 degrees centigradefegg = oldable + ethical + go-anywhere + glass",https://joyandco.com/product/set-of-2-fegg-mist-ink-JIX779,https://joyandco.com/storage/app/public/product/2025-11-19-691dba09b08c7.webp,https://joyandco.com/storage/app/public/product/2025-11-19-691dba09df2fc.webp,in stock,190.00 AED,PORTER GREEN,new,602,set-of-2-fegg-mist-ink-JIX779,
set-of-2-fegg-sage-olive-p3VJ5o,Set of 2 fegg sage + olive,"Discover the famous Fegg unbreakable glasses by Porter Green, the world leaders in silicone drinkware. Designed for picnics, beach days, poolside, camping, boating, concerts, festivals, and more, Stemm are the ultimate stylish and sustainable outdoor glasses for every occasion.Made from FDA/FGB approved food-grade silicone, lightweight, portable, and commercial dishwasher safe, Fegg are the perfect tumblers for indoor/outdoor events and entertaining. These durable silicone cups are also freezer, oven, and microwave safe, making them ideal for family-friendly activities.*unbreakable tumblers*set of two*350ml | 12 oz each*portable | lightweight*reusable | sustainable*odourless | flavourless*commercial dishwasher safe*safe for use from -20 to +110 degrees centigradefegg = oldable + ethical + go-anywhere + glass",https://joyandco.com/product/set-of-2-fegg-sage-olive-p3VJ5o,https://joyandco.com/storage/app/public/product/2025-11-19-691db95fb074a.webp,https://joyandco.com/storage/app/public/product/2025-11-19-691db95fd8539.webp,in stock,190.00 AED,PORTER GREEN,new,602,set-of-2-fegg-sage-olive-p3VJ5o,
set-of-2-stemm-sky-kingfisher-VxPovK,Set of 2 stemm sky + kingfisher,"Discover the famous Stemm unbreakable glasses by Porter Green, the world leaders in silicone drinkware. Designed for picnics, beach days, poolside, camping, boating, concerts, festivals, and more, Stemm are the ultimate stylish and sustainable outdoor glasses for every occasion.Made from FDA/FGB approved food-grade silicone, lightweight, portable, and commercial dishwasher safe, Stemm are the perfect stemmed glasses for indoor/outdoor events and entertaining. These durable silicone glasses are also freezer, oven, and microwave safe, making them ideal for family-friendly activities.*unbreakable wine glasses*set of two*250ml | 8.6 oz each*portable | lightweight*reusable | sustainable*odourless | flavourless*commercial dishwasher safe*safe for use from -20 to +110 degrees centigradestemm = stylish + travelling + ethical + minimalist + motile",https://joyandco.com/product/set-of-2-stemm-sky-kingfisher-VxPovK,https://joyandco.com/storage/app/public/product/2025-11-19-691db8bd318f6.webp,https://joyandco.com/storage/app/public/product/2025-11-19-691db8bd42b8d.webp,in stock,190.00 AED,PORTER GREEN,new,602,set-of-2-stemm-sky-kingfisher-VxPovK,
set-of-2-stemm-terra-peach-3F5CpE,Set of 2 stemm terra + peach,"Discover the famous Stemm unbreakable glasses by Porter Green, the world leaders in silicone drinkware. Designed for picnics, beach days, poolside, camping, boating, concerts, festivals, and more, Stemm are the ultimate stylish and sustainable outdoor glasses for every occasion.Made from FDA/FGB approved food-grade silicone, lightweight, portable, and commercial dishwasher safe, Stemm are the perfect stemmed glasses for indoor/outdoor events and entertaining. These durable silicone glasses are also freezer, oven, and microwave safe, making them ideal for family-friendly activities.*unbreakable wine glasses*set of two*250ml | 8.6 oz each*portable | lightweight*reusable | sustainable*odourless | flavourless*commercial dishwasher safe*safe for use from -20 to +110 degrees centigradestemm = stylish + travelling + ethical + minimalist + motile",https://joyandco.com/product/set-of-2-stemm-terra-peach-3F5CpE,https://joyandco.com/storage/app/public/product/2025-11-19-691db7cbdca89.webp,https://joyandco.com/storage/app/public/product/2025-11-19-691db7cc1011b.webp,in stock,190.00 AED,PORTER GREEN,new,602,set-of-2-stemm-terra-peach-3F5CpE,
set-of-2-terracotta-oval-platter-RA9O1U,Set of 2 Terracotta Oval Platter,"An elegant yet timeless dinnerware collection that keeps your table beautiful all year round. Made from traditional ironstone using expert Italian techniques, the design truly reflects history. Featuring an intricately detailed Italian-inspired floral motif and a classic terracotta color palette, these pieces will be a cherished favorite for years to come.*Light beige with brown floral pattern*Set of 2*Suitable for dishwasher use (up to 250 washes)*Suitable for microwave*Dimensions: 30.5 cm",https://joyandco.com/product/set-of-2-terracotta-oval-platter-RA9O1U,https://joyandco.com/storage/app/public/product/2025-09-24-68d3e13a55695.webp,https://joyandco.com/storage/app/public/product/2025-09-24-68d3e16dbc3a4.webp,in stock,540.00 AED,BITOSSI,new,3553,set-of-2-terracotta-oval-platter-RA9O1U,
set-of-4-terracotta-deep-plates-pDpaCp,Set of 4 Terracotta Deep Plates,"An elegant yet timeless dinnerware collection that keeps your table beautiful all year round. Made from traditional ironstone using expert Italian techniques, the design truly reflects history. Featuring an intricately detailed Italian-inspired floral motif and a classic terracotta color palette, these pieces will be a cherished favorite for years to come.*Light beige with brown floral pattern*Set of 4*Suitable for dishwasher use (up to 250 washes)*Suitable for microwave*Dimensions: 23.3 cm",https://joyandco.com/product/set-of-4-terracotta-deep-plates-pDpaCp,https://joyandco.com/storage/app/public/product/2025-09-24-68d3ed719bfee.webp,https://joyandco.com/storage/app/public/product/2025-09-24-68d3ed71c7a4a.webp,in stock,680.00 AED,BITOSSI,new,3553,set-of-4-terracotta-deep-plates-pDpaCp,
set-of-4-terracotta-dessert-plates-r48Fqd,Set of 4 Terracotta Dessert Plates,"An elegant yet timeless dinnerware collection that keeps your table beautiful all year round. Made from traditional ironstone using expert Italian techniques, the design truly reflects history. Featuring an intricately detailed Italian-inspired floral motif and a classic terracotta color palette, these pieces will be a cherished favorite for years to come.*Light beige with brown floral pattern*Suitable for dishwasher use (up to 250 washes)*Suitable for microwave*Dimensions: 20.6 cm",https://joyandco.com/product/set-of-4-terracotta-dessert-plates-r48Fqd,https://joyandco.com/storage/app/public/product/2025-09-24-68d3f32998790.webp,https://joyandco.com/storage/app/public/product/2025-09-24-68d3f34880cca.webp,in stock,575.00 AED,BITOSSI,new,3553,set-of-4-terracotta-dessert-plates-r48Fqd,
set-of-4-terracotta-dinner-plates-HbXrqO,Set of 4 Terracotta Dinner Plates,"An elegant yet timeless dinnerware collection that keeps your table beautiful all year round. Made from traditional ironstone using expert Italian techniques, the design truly reflects history. Featuring an intricately detailed Italian-inspired floral motif and a classic terracotta color palette, these pieces will be a cherished favorite for years to come.*Light beige with brown floral pattern*Set of 4*Suitable for dishwasher use (up to 250 washes)*Suitable for microwave*Dimensions: 26 cm",https://joyandco.com/product/set-of-4-terracotta-dinner-plates-HbXrqO,https://joyandco.com/storage/app/public/product/2025-09-23-68d2f09698978.webp,https://joyandco.com/storage/app/public/product/2025-09-23-68d2f096cc5da.webp,in stock,710.00 AED,BITOSSI,new,3553,set-of-4-terracotta-dinner-plates-HbXrqO,
set-of-6-colored-goblets-amberpink-zjNnY1,Set of 6 Colored Goblets Amber/Pink,"Celebrate artistic diversity with the Bitossi Goblet Glass Set in assorted shapes. This set of six goblets features blown colored glass with hints of amber and pink, showcasing a range of artistic forms. Each glass reflects creativity and craftsmanship, bringing a unique and vibrant touch to your table setting.*Material: Blown Glass*Suitable for dishwasher use*Not suitable for microwave*Dimensions: H=23cm*Comes in a set of 6",https://joyandco.com/product/set-of-6-colored-goblets-amberpink-zjNnY1,https://joyandco.com/storage/app/public/product/2025-07-18-68796e0540bd4.webp,,in stock,721.00 AED,BITOSSI,new,674,set-of-6-colored-goblets-amberpink-zjNnY1,
set-of-6-colored-goblets-bluegreen-ngatfZ,Set of 6 Colored Goblets Blue/Green,"Celebrate artistic diversity with the Bitossi Goblet Glass Set in assorted shapes. This set of six goblets features blown colored glass with hints of blue and green, showcasing a range of artistic forms. Each glass reflects creativity and craftsmanship, bringing a unique and vibrant touch to your table setting.*Material: Blown Glass*Suitable for dishwasher use*Not suitable for microwave*Dimensions: H=23cm*Comes in a set of 6",https://joyandco.com/product/set-of-6-colored-goblets-bluegreen-ngatfZ,https://joyandco.com/storage/app/public/product/2025-07-18-68796f8259a75.webp,,in stock,721.00 AED,BITOSSI,new,674,set-of-6-colored-goblets-bluegreen-ngatfZ,
shut-up-mug-91SeML,Shut Up Mug,"The Shut Up Mug is made using ceramic. This mug is for everyone who is not a morning person and in deep need of coffee always. With this statement, no one will bother you in the morning anymore.Specifications:• Material: ceramic• Measurement height: 9 cm• Diameter: 9 cm• Dishwasher safe• Handmade",https://joyandco.com/product/shut-up-mug-91SeML,https://joyandco.com/storage/app/public/product/2025-02-21-67b82f7d15e4f.webp,https://joyandco.com/storage/app/public/product/2025-02-21-67b82f7d5cb0a.webp,in stock,110.00 AED,ANNA + NINA,new,3553,shut-up-mug-91SeML,
siluet-vase-Y04xnv,Siluet Vase,"Crafted from sustainable PLA, the Siluet Vase is a modern statement piece with an unexpected twist. Designed and 3D printed in Latvia, each vase takes between 3.5 to 16.5 hours to complete and is formed layer by layer, around 1000 in total, making every piece truly unique.The finish shifts beautifully with the light—blue from one angle, pink from another. It's waterproof and comes with a vase insert, making it ideal for fresh blooms or dried floral arrangements.• Size: 25 x 14.2 cm• Material: Eco-friendly PLA (bioplastic from renewable sources)• Finish: pink/blue dual-tone• Includes vase insert• Suitable for fresh or dried flowers• Not dishwasher safe• Hand wash only, with water below 60°C• Avoid prolonged exposure to direct sunlightA perfect fusion of sustainability and style, whether as a home accent or a thoughtful gift.",https://joyandco.com/product/siluet-vase-Y04xnv,https://joyandco.com/storage/app/public/product/2025-11-07-690e0bd54b782.webp,https://joyandco.com/storage/app/public/product/2025-11-07-690e0bd575677.webp,in stock,539.00 AED,AUURA,new,602,siluet-vase-Y04xnv,
skyline-vase-9yZABA,Skyline Vase,"A compact stoneware vase in a soft lilac hue, designed with clean vertical lines and an elegant silhouette. Its subtle presence makes it perfect for side tables, shelves, or as part of a layered display.Material: StonewareDimensions: 8.7x8.7x26.4 cmCare: Wipe clean",https://joyandco.com/product/skyline-vase-9yZABA,https://joyandco.com/storage/app/public/product/2025-05-11-68206c822381c.webp,,in stock,125.00 AED,KERSTEN,new,602,skyline-vase-9yZABA,
small-chilli-vase-bPvwoR,Small Chilli Vase,"The Chilli Vase is handmade from ceramic and features a unique, eye-catching design. Its textured surface, inspired by chili peppers, is finished in a rich bordeaux red. This piece serves as both a functional vase and a striking decorative accent.Material: Ceramic - HandmadeDimensions: 10.5x12.5x25.5 cmThe vases with chilies are handcrafted unique pieces, slight color variations can therefore occur and underline the uniqueness of the vases.",https://joyandco.com/product/small-chilli-vase-bPvwoR,https://joyandco.com/storage/app/public/product/2025-02-26-67bf86a159222.webp,https://joyandco.com/storage/app/public/product/2025-02-26-67bf86a167ad3.webp,in stock,595.00 AED,WERNS,new,602,small-chilli-vase-bPvwoR,
small-cups-mixed-shapes-set-of-six-ITei5v,Small Cups Mixed Shapes Set of Six,"Add a burst of color and charm to your table with this set of six small cups, each featuring a unique shape and subtle tinted hue. Skillfully crafted from paste-blown glass for a lightweight yet refined feel. Whether you are hosting a casual brunch or an elegant dinner, these cups will elevate your presentation and delight your guests.*Material: Blown Glass*Suitable for dishwasher use*Not suitable for microwave*Dimensions: Height 8.5 cm*Available as a set of sixMade in Italy",https://joyandco.com/product/small-cups-mixed-shapes-set-of-six-ITei5v,https://joyandco.com/storage/app/public/product/2025-02-19-67b63340a1e4f.webp,,in stock,407.00 AED,BITOSSI,new,3553,small-cups-mixed-shapes-set-of-six-ITei5v,
soup-plate-pagoda-classics-on-acid-x829dw,Soup Plate Pagoda - Classics on Acid,"A classic look with a bold twist for party lovers and eclectic enthusiasts. Seletti x Diesel Living collection revisits well-known classical porcelain themes from across the world through an ""after party"" lens. On this porcelain dinner plate, key themes of the Dutch Delftware pottery style are warped and contorted for an unexpected merger of the crazy and the classical.Material: Bone China porcelainSize: ⌀25.4x4.6 cmNot suitable for dishwasherNot suitable for microwave",https://joyandco.com/product/soup-plate-pagoda-classics-on-acid-x829dw,https://joyandco.com/storage/app/public/product/2025-02-26-67bf3119142a7.webp,https://joyandco.com/storage/app/public/product/2025-02-26-67bf31194caeb.webp,in stock,345.00 AED,SELETTI,new,3553,soup-plate-pagoda-classics-on-acid-x829dw,
squared-trinket-tray-jYRIfq,Squared Trinket Tray,"Il Frutto della Passione is a collaboration between Bitossi Home and Pangea, a creative fusion of art, fashion, and performance debuting at Milan Design Week 2023. Founded by painter and ceramist Laetitia Rouget and fashion designer Colombine Jubert, Pangea celebrates optimism through symbols and messages of joy, dreams, and poetry. Explore this exclusive capsule inspired by artisanal craftsmanship.Add a playful pop of color and artistry to any space with this squared porcelain trinket tray. The eye-catching decal design is framed by a lustrous gold rim, lending a touch of luxury to its whimsical aesthetic.*Material: Porcelain*Suitable for dishwasher use (up to 250 washes)*Not suitable for microwave*Dimensions: 12x12 cmMade in Italy",https://joyandco.com/product/squared-trinket-tray-jYRIfq,https://joyandco.com/storage/app/public/product/2025-02-19-67b6375747c6c.webp,https://joyandco.com/storage/app/public/product/2025-02-19-67b63758117a4.webp,in stock,203.00 AED,BITOSSI,new,6456,squared-trinket-tray-jYRIfq,
stella-deep-plate-60wtiW,Stella Deep Plate,"Il Frutto della Passione is a collaboration between Bitossi Home and Pangea, a creative fusion of art, fashion, and performance debuting at Milan Design Week 2023. Founded by painter and ceramist Laetitia Rouget and fashion designer Colombine Jubert, Pangea celebrates optimism through symbols and messages of joy, dreams, and poetry. Explore this exclusive capsule inspired by artisanal craftsmanship.Bask in the whimsical charm of this porcelain soup plate, featuring a radiant star at its center, sweet heart motifs, and delicate swirls. A lively checkered rim in contrasting red and blue frames the design, adding a burst of color and vintage-inspired flair. Perfect for warming soups, pastas, and more, this piece unites function and art to create a dining experience filled with optimism and delight.*Material: Porcelain*Suitable for dishwasher use (up to 250 washes)*Not suitable for microwave*Dimensions: 23cmMade in Italy",https://joyandco.com/product/stella-deep-plate-60wtiW,https://joyandco.com/storage/app/public/product/2025-02-19-67b614c9d71d5.webp,https://joyandco.com/storage/app/public/product/2025-02-19-67b614ca05b0d.webp,in stock,210.00 AED,BITOSSI,new,3498,stella-deep-plate-60wtiW,
stella-dessert-plate-n4IsPH,Stella Dessert Plate,"Il Frutto della Passione is a collaboration between Bitossi Home and Pangea, a creative fusion of art, fashion, and performance debuting at Milan Design Week 2023. Founded by painter and ceramist Laetitia Rouget and fashion designer Colombine Jubert, Pangea celebrates optimism through symbols and messages of joy, dreams, and poetry. Explore this exclusive capsule inspired by artisanal craftsmanship.Brighten up your dessert table with this premium porcelain plate, featuring a radiant golden star at the center and playful lines in gentle, uplifting colors. Hints of gold add a chic touch, while the softly scalloped edge brings vintage-inspired charm. Perfect for serving cakes, tarts, or other sweet treats.*Material: Porcelain*Suitable for dishwasher use (up to 250 washes)*Not suitable for microwave*Dimensions: 16.5cmMade in Italy",https://joyandco.com/product/stella-dessert-plate-n4IsPH,https://joyandco.com/storage/app/public/product/2025-02-19-67b6316e2d0bc.webp,https://joyandco.com/storage/app/public/product/2025-02-19-67b6316f0cea8.webp,in stock,180.00 AED,BITOSSI,new,3553,stella-dessert-plate-n4IsPH,
stella-dinner-plate-1l2i66,Stella Dinner Plate,"Il Frutto della Passione is a collaboration between Bitossi Home and Pangea, a creative fusion of art, fashion, and performance debuting at Milan Design Week 2023. Founded by painter and ceramist Laetitia Rouget and fashion designer Colombine Jubert, Pangea celebrates optimism through symbols and messages of joy, dreams, and poetry. Explore this exclusive capsule inspired by artisanal craftsmanship.Delight in the whimsical charm of this premium porcelain plate, adorned with a radiant sunburst, playful crescents, and enchanting script. The scalloped edge and red checkered trim give it a magical vintage-inspired flair, while the bold motifs evoke a spirit of joyful creativity. Perfect for both everyday dining and special gatherings, this unique piece brings artful optimism to any table setting.*Material: Porcelain*Suitable for dishwasher use (up to 250 washes)*Not suitable for microwave*Dimensions: 26.5cmMade in Italy",https://joyandco.com/product/stella-dinner-plate-1l2i66,https://joyandco.com/storage/app/public/product/2025-02-19-67b60ef89d3a9.webp,https://joyandco.com/storage/app/public/product/2025-02-19-67b60ef8bf496.webp,in stock,249.00 AED,BITOSSI,new,3553,stella-dinner-plate-1l2i66,
stella-round-plate-UP0upm,Stella Round Plate,"Il Frutto della Passione is a collaboration between Bitossi Home and Pangea, a creative fusion of art, fashion, and performance debuting at Milan Design Week 2023. Founded by painter and ceramist Laetitia Rouget and fashion designer Colombine Jubert, Pangea celebrates optimism through symbols and messages of joy, dreams, and poetry. Explore this exclusive capsule inspired by artisanal craftsmanship.Mesmerize your guests with this premium porcelain dinner plate, featuring a golden star at its center and delicate swirls in gentle, cheerful colors. Hints of gold and playful lines give it a festive feel, while the softly scalloped edge adds a vintage-inspired charm.*Material: Porcelain*Suitable for dishwasher use (up to 250 washes)*Not suitable for microwave*Dimensions: 32.5cmMade in Italy",https://joyandco.com/product/stella-round-plate-UP0upm,https://joyandco.com/storage/app/public/product/2025-02-19-67b616718d3e0.webp,https://joyandco.com/storage/app/public/product/2025-02-19-67b61671ae808.webp,in stock,420.00 AED,BITOSSI,new,3553,stella-round-plate-UP0upm,
strawberry-vase-E6CYHt,Strawberry Vase,"Make a bold statement with this vibrant piece featuring a playful strawberry design. Perfect as a decorative accent or a unique vase, it adds a fun and artistic touch to any space.*Material: Stoneware*Dimensions: 32.5x32.5x32.5cm",https://joyandco.com/product/strawberry-vase-E6CYHt,https://joyandco.com/storage/app/public/product/2025-02-26-67bf448f7ee05.webp,https://joyandco.com/storage/app/public/product/2025-02-26-67bf448fee02a.webp,in stock,750.00 AED,KERSTEN,new,602,strawberry-vase-E6CYHt,
striped-lidded-vase-vV1XPo,Striped Lidded Vase,"This bold lidded vase with red and white stripes adds a vibrant and whimsical touch to your space. Hand-painted on porcelain, its striking design is complemented by golden accents, making it an eye-catching decorative piece.*Material: Porcelain*Dimensions: 22x22x40 cm",https://joyandco.com/product/striped-lidded-vase-vV1XPo,https://joyandco.com/storage/app/public/product/2025-02-19-67b6472fbef5c.webp,,in stock,760.00 AED,WERNS,new,602,striped-lidded-vase-vV1XPo,
sugar-bowl-KoIAB8,Sugar Bowl,"Bring a touch of timeless elegance to your tea or coffee setup with this clear sugar bowl, beautifully crafted from thermal shock–resistant borosilicate glass. Its fluted design adds a sophisticated charm.*Material: Borosilicate Glass*Suitable for dishwasher use*Suitable for microwave*Dimensions: Height 13cm Ø 7cm - Capacity 500 mlMade in Italy",https://joyandco.com/product/sugar-bowl-KoIAB8,https://joyandco.com/storage/app/public/product/2025-02-26-67bf585e72c4b.webp,,in stock,155.00 AED,BITOSSI,new,3330,sugar-bowl-KoIAB8,
sugarline-vase-9rFoY2,Sugarline Vase,"Sleek, subtle, and sweet. This pink stoneware vase brings a gentle charm to any space with its sculptural silhouette and soft hue. Whether styled with flowers or left empty as a standalone piece, it's perfect for adding a modern, feminine touch to shelves, tables, or nooks.Material: StonewareDimensions: 8.2×8.2×28.5 cmCare: Wipe clean",https://joyandco.com/product/sugarline-vase-9rFoY2,https://joyandco.com/storage/app/public/product/2025-05-11-68206aee2d7ac.webp,,in stock,135.00 AED,KERSTEN,new,602,sugarline-vase-9rFoY2,
sugarvault-jar-l-bykFhe,SugarVault Jar L,"This glass jar features a striking striped design in warm orange and refreshing mint hues. Crafted from high-quality glass, its ribbed texture adds depth and elegance. Perfect for storing sweets, small trinkets, or simply as a decorative piece to enhance your space.*Material: Glass*Dimensions: 22xø10cmDesigned in Denmark.",https://joyandco.com/product/sugarvault-jar-l-bykFhe,https://joyandco.com/storage/app/public/product/2025-03-20-67dbbb2c8ef74.webp,https://joyandco.com/storage/app/public/product/2025-03-20-67dbbb79661dd.webp,in stock,190.00 AED,JOY&CO PICKS,new,602,sugarvault-jar-l-bykFhe,
sugarvault-jar-m-q7f2Tq,SugarVault Jar M,"This glass jar features a striking striped design in warm orange and refreshing mint hues. Crafted from high-quality glass, its ribbed texture adds depth and elegance. Perfect for storing sweets, small trinkets, or simply as a decorative piece to enhance your space.*Material: Glass*Dimensions: 17xø10cmDesigned in Denmark",https://joyandco.com/product/sugarvault-jar-m-q7f2Tq,https://joyandco.com/storage/app/public/product/2025-03-20-67dbbc0281c0c.webp,https://joyandco.com/storage/app/public/product/2025-03-20-67dbbc03023d0.webp,in stock,165.00 AED,JOY&CO PICKS,new,602,sugarvault-jar-m-q7f2Tq,
sugarvault-jar-s-NejKK6,SugarVault Jar S,"This glass jar features a striking striped design in warm orange and refreshing mint hues. Crafted from high-quality glass, its ribbed texture adds depth and elegance. Perfect for storing sweets, small trinkets, or simply as a decorative piece to enhance your space.*Material: Glass*Dimensions: 12xø10cmDesigned in Denmark",https://joyandco.com/product/sugarvault-jar-s-NejKK6,https://joyandco.com/storage/app/public/product/2025-03-20-67dbbc67ad627.webp,https://joyandco.com/storage/app/public/product/2025-03-20-67dbbc683c4e9.webp,in stock,125.00 AED,JOY&CO PICKS,new,602,sugarvault-jar-s-NejKK6,
sunbeam-vase-iSeYkN,Sunbeam Vase,"This yellow stoneware vase features a textured design and a vibrant hue, making it perfect for adding a cheerful touch to any interior.*Material: Stoneware*Dimensions: 9.6x9.6x27cm",https://joyandco.com/product/sunbeam-vase-iSeYkN,https://joyandco.com/storage/app/public/product/2025-02-26-67bf74070996a.webp,,in stock,135.00 AED,KERSTEN,new,602,sunbeam-vase-iSeYkN,
sunny-wave-vase-j1TarN,Sunny Wave Vase,"This yellow dolomite vase features bold blue wavy handles, making it a lively and striking decorative piece. Perfect for adding a playful touch to any space.*Material: Dolomite*Dimensions: 21.7x12.5x26.7cm",https://joyandco.com/product/sunny-wave-vase-j1TarN,https://joyandco.com/storage/app/public/product/2025-02-26-67bf6d987ec34.webp,https://joyandco.com/storage/app/public/product/2025-02-26-67bf6d990301f.webp,in stock,180.00 AED,KERSTEN,new,602,sunny-wave-vase-j1TarN,
sunshine-glass-vase-Gqvfu5,Sunshine Glass Vase,A yellow glass vase that gives a cheerful accent to your interior with its sunny color.*Material: Glass*Dimensions: 8.8x8.8x22cm,https://joyandco.com/product/sunshine-glass-vase-Gqvfu5,https://joyandco.com/storage/app/public/product/2025-02-26-67bf606f10cd6.webp,https://joyandco.com/storage/app/public/product/2025-02-26-67bf606fd6250.webp,in stock,99.00 AED,KERSTEN,new,602,sunshine-glass-vase-Gqvfu5,
sushi-tools-set-UnhVAi,Sushi Tools Set,"Hello Sushi Lovers! Discover our Essential Kit for Sushi Nights, cleverly disguised as an elegant book-like box. Upon opening it, you will discover all the essential tools for a successful sushi-making adventure.Included in this kit:• 1 Bamboo Rice Paddle• 1 Bamboo Spreading Knife• 1 Bamboo Rolling Mat• 8 ChopsticksMaterial: Cover in cloth, tools of bamboo & stainless steelColor: Dark Green / MultiDimensions: 22,5 x 28,5 x 3,5 cmThe tools made of stainless steel are dishwasher safe.",https://joyandco.com/product/sushi-tools-set-UnhVAi,https://joyandco.com/storage/app/public/product/2025-09-01-68b5a0016ab34.webp,https://joyandco.com/storage/app/public/product/2025-09-01-68b5a001959a3.webp,in stock,277.00 AED,PRINTWORKS,new,602,sushi-tools-set-UnhVAi,
sweetkeeper-light-yellow-jar-MfSjub,Sweetkeeper Light Yellow Jar,"Add a touch of elegance to your space with this light yellow glass bonbonniere. Featuring a delicate diamond-cut pattern and a vintage-inspired lid, it’s perfect for storing sweets, trinkets, or small treasures in style.*Material: Glass*Dimensions: 17xø10 cmDesigned in Denmark.",https://joyandco.com/product/sweetkeeper-light-yellow-jar-MfSjub,https://joyandco.com/storage/app/public/product/2025-03-04-67c7069cd06a6.webp,https://joyandco.com/storage/app/public/product/2025-03-04-67c706f971cc1.webp,in stock,155.00 AED,JOY&CO PICKS,new,594,sweetkeeper-light-yellow-jar-MfSjub,
talavera-soup-plate-classics-on-acid-f5iyo7,Talavera Soup Plate - Classics on Acid,"A classic look with a bold twist for party lovers and eclectic enthusiasts. Seletti x Diesel Living collection revisits well-known classical porcelain themes from across the world through an ""after party"" lens. On this porcelain dinner plate, key themes of the Dutch Delftware pottery style are warped and contorted for an unexpected merger of the crazy and the classical.Material: Bone China porcelainSize: ⌀25.4x4.6 cmNot suitable for dishwasherNot suitable for microwave",https://joyandco.com/product/talavera-soup-plate-classics-on-acid-f5iyo7,https://joyandco.com/storage/app/public/product/2025-02-26-67bf2eb94c2f5.webp,https://joyandco.com/storage/app/public/product/2025-02-26-67bf2eb981895.webp,in stock,345.00 AED,SELETTI,new,3553,talavera-soup-plate-classics-on-acid-f5iyo7,
