id,title,description_preview,brand,original_category,original_category_name,new_category,new_category_name,confidence,score,matched_keyword,match_source,changed,priority
tangerine-twist-vase-m7G1iP,Tangerine Twist Vase,"This orange dolomite vase features playful wavy handles, making it a striking and lively decorative piece. Perfect for adding a bold touch to any spac...",KERSTEN,602,Home & Garden > Decor > Vases,602,Home & Garden > Decor > Vases,HIGH,94.2,decorative piece,Keyword Match (description),NO,LOW
tea-cups-wplate-set-of-two-fKGiZh,Tea Cups W/Plate Set of Two,"Elevate your tea ritual with this enchanting glass cup and matching saucer, crafted from thermal shock resistant borosilicate. Its clear, fluted desig...",BITOSSI,6049,Home & Garden > Kitchen & Dining > Tableware > Drinkware > Coffee & Tea Cups,6049,Home & Garden > Kitchen & Dining > Tableware > Drinkware > Coffee & Tea Cups,HIGH,104.6,tea cups,Keyword Match (title),NO,LOW
teapot-UXKZyi,Teapot,"Add a touch of timeless romance to your tea ritual with this elegant teapot, crafted from clear borosilicate glass. The translucent design lets you wa...",BITOSSI,3330,Home & Garden > Kitchen & Dining > Tableware > Serveware > Serving Pitchers & Carafes,3330,Home & Garden > Kitchen & Dining > Tableware > Serveware > Serving Pitchers & Carafes,HIGH,87.2,teapot,Keyword Match (title),NO,LOW
the-joy-frame-set-GTfjJy,The Joy Frame Set,"Add a joyful splash of personality to your shelves with this playful set of 4 polyresin photo frames. Featuring vibrant stripes, bold colors, and chee...",KERSTEN,4295,Category 4295,3367,Home & Garden > Decor > Picture Frames,HIGH,88.0,frame,Keyword Match (title),YES,LOW
tissue-box-orange-pWgfkV,Tissue Box Orange,"Elevate everyday essentials with this vibrant ceramic tissue box. Hand-painted in playful orange and blue stripes, it adds a cheerful, artistic touch ...",VAL POTTERY,602,Home & Garden > Decor > Vases,602,Home & Garden > Decor > Vases,HIGH,78.2,living room,Keyword Match (description),NO,LOW
tissue-box-yellow-wzvC7o,Tissue Box Yellow,"Add a cheerful, artistic accent to your home with this hand-painted ceramic tissue box. Featuring bright yellow details and deep blue lines, it turns ...",VAL POTTERY,3553,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Plates,3553,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Plates,HIGH,64.4,ceramic,Keyword Match (description),NO,LOW
tower-vase-9HSBd7,Tower Vase,"A sculptural statement with serious personality. The Tower Vase stands tall with a cascade of glossy, multicolored spheres in dreamy pastel tones of b...",KERSTEN,602,Home & Garden > Decor > Vases,602,Home & Garden > Decor > Vases,HIGH,84.05,vase,Keyword Match (title),NO,LOW
tropic-twist-vase-8dCYxo,Tropic Twist Vase,"Bring joy and bold character into your space with this playful polyresin vase. Featuring a ruffled rim, striped body in vibrant green and cream, and t...",KERSTEN,602,Home & Garden > Decor > Vases,602,Home & Garden > Decor > Vases,HIGH,99.0,conversation starter,Keyword Match (description),NO,LOW
tropical-vase-JoQGyk,Tropical Vase,"This multi-colored polyresin vase features a vibrant bird and floral 3D design, making it a perfect statement piece for a lively and artistic touch to...",KERSTEN,602,Home & Garden > Decor > Vases,602,Home & Garden > Decor > Vases,HIGH,83.675,vase,Keyword Match (title),NO,LOW
twist-flicker-candleholder-pink-JT2eWd,Twist & Flicker Candleholder Pink,"With its sculptural curves and organic form, the Twist & Flicker candle holder brings modern edge to your space. Crafted from polyresin in a matte pin...",KERSTEN,588,Home & Garden > Decor > Home Fragrances > Candles,588,Home & Garden > Decor > Home Fragrances > Candles,HIGH,85.2,candle,Keyword Match (title),NO,LOW
twist-flicker-candleholder-white-sAsYLc,Twist & Flicker Candleholder White,"With its sculptural curves and organic form, the Twist & Flicker candle holder brings modern edge to your space. Crafted from polyresin in a matte whi...",KERSTEN,588,Home & Garden > Decor > Home Fragrances > Candles,588,Home & Garden > Decor > Home Fragrances > Candles,HIGH,85.2,candle,Keyword Match (title),NO,LOW
twist-glow-candleholder-green-bbkcUk,Twist & Glow Candleholder Green,"Bold and sculptural, the Twist & Glow is a statement candle holder made to elevate your space. Its organic form, speckled green finish, and three tape...",KERSTEN,588,Home & Garden > Decor > Home Fragrances > Candles,588,Home & Garden > Decor > Home Fragrances > Candles,HIGH,85.575,candle,Keyword Match (title),NO,LOW
twist-glow-candleholder-orange-3nhp4A,Twist & Glow Candleholder Orange,"Bold and sculptural, the Twist & Glow is a statement candle holder made to elevate your space. Its organic form, speckled orange finish, and three tap...",KERSTEN,588,Home & Garden > Decor > Home Fragrances > Candles,588,Home & Garden > Decor > Home Fragrances > Candles,HIGH,85.575,candle,Keyword Match (title),NO,LOW
vase-oscar-bone-gloss-aA1JJf,Vase 'Óscar' Bone Gloss,"Bold, bouncy, and beautifully unexpected, the Oscar vase is a sculptural standout from the playful Blow Up collection by Home Studyo. Its inflated for...",HOME STUDYO,602,Home & Garden > Decor > Vases,674,Home & Garden > Kitchen & Dining > Tableware > Drinkware,HIGH,96.6,glossy finish,Keyword Match (description),YES,LOW
vase-oscar-bubblegum-gloss-NiYPpf,Vase 'Óscar' Bubblegum Gloss,"Bold, bouncy, and beautifully unexpected, the Oscar vase is a sculptural standout from the playful Blow Up collection by Home Studyo. Its inflated for...",HOME STUDYO,602,Home & Garden > Decor > Vases,674,Home & Garden > Kitchen & Dining > Tableware > Drinkware,HIGH,96.6,glossy finish,Keyword Match (description),YES,LOW
vase-oscar-sky-matte-0TnEkm,Vase 'Óscar' Sky Matte,"Bold, bouncy, and beautifully unexpected, the Oscar vase is a sculptural standout from the playful Blow Up collection by Home Studyo. Its inflated for...",HOME STUDYO,602,Home & Garden > Decor > Vases,602,Home & Garden > Decor > Vases,HIGH,89.4,matte finish,Keyword Match (description),NO,LOW
vivid-vase-Gqxs54,Vivid Vase,"This multi-colored stoneware vase features a bold geometric design with vibrant hues, making it an ideal choice for a unique and lively decor accent.*...",KERSTEN,602,Home & Garden > Decor > Vases,602,Home & Garden > Decor > Vases,HIGH,84.05,vase,Keyword Match (title),NO,LOW
whimsy-jar-PPY9tL,Whimsy Jar,"Add a touch of elegance to your space with this light yellow glass bonbonniere. Featuring a delicate diamond-cut pattern and a vintage-inspired lid, i...",JOY&CO PICKS,674,Home & Garden > Kitchen & Dining > Tableware > Drinkware,674,Home & Garden > Kitchen & Dining > Tableware > Drinkware,HIGH,84.725,jar,Keyword Match (title),NO,LOW
wild-strawberry-can-vase-y0Fgm1,Wild Strawberry Can Vase,"Add a berry-sweet touch with the Wild Strawberry vase. This soft red earthenware piece, shaped like a soda can, features a vintage fruit label and a g...",KERSTEN,602,Home & Garden > Decor > Vases,674,Home & Garden > Kitchen & Dining > Tableware > Drinkware,HIGH,92.6,glossy finish,Keyword Match (description),YES,LOW
wine-chiller-vYnM0O,Wine Chiller,"Make every gathering a little cooler with this hand-painted ceramic bottle chiller. Whether you’re serving sparkling water, juice, wine, or your favor...",VAL POTTERY,674,Home & Garden > Kitchen & Dining > Tableware > Drinkware,674,Home & Garden > Kitchen & Dining > Tableware > Drinkware,HIGH,64.4,bottles,Keyword Match (description),NO,LOW
wire-to-the-moon-Xk0Z0H,Wire to The Moon,This modern and exclusive canvas painting is an eye-catcher for every space. The piece combines a high-quality giclée print with hand-painted accents ...,JOY&CO PICKS,500045,Category 500045,3367,Home & Garden > Decor > Picture Frames,HIGH,65.0,frame,Keyword Match (description),YES,LOW
yellow-scalloped-breakfast-plate-A7zpla,Yellow Scalloped Breakfast Plate,The Yellow Scalloped Breakfast Plate has a fun-living design that effortlessly illuminates your table setting. The hand-painted playful yellow stripes...,ANNA + NINA,3553,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Plates,3553,Home & Garden > Kitchen & Dining > Tableware > Dinnerware > Plates,HIGH,97.0,dishwasher safe,Keyword Match (description),NO,LOW
ylvie-candle-holder-aLS7Cd,Ylvie Candle Holder,"The Ylvie Candle Holder with its layered sphere silhouette and vibrant terracotta brown glass, adds a modern and stylish touch to any space.Material: ...",WERNS,2784,Home & Garden > Decor > Home Fragrance Accessories > Candle Holders,2784,Home & Garden > Decor > Home Fragrance Accessories > Candle Holders,HIGH,109.85,candle holder,Keyword Match (title),NO,LOW
zigzag-groove-vase-1IcRW8,Zigzag Groove Vase,This bold and playful stoneware vase features a striking geometric shape with wavy handles and hand-painted zigzag details. A statement piece that add...,KERSTEN,602,Home & Garden > Decor > Vases,602,Home & Garden > Decor > Vases,HIGH,83.05,vase,Keyword Match (title),NO,LOW
